sex,length,diameter,height,wholeweight,shuckedweight,visceraweight,shellweight
F,545,445,0.15,0.8,0.3535,163,207
I,0.55,425,135,0.7305,0.3325,0.1545,215
I,555,0.43,155,0.7395,0.3135,0.1435,0.28
I,555,0.43,0.14,0.7665,341,165,0.23
I,0.56,425,135,0.8205,0.3715,185,236
F,0.57,0.46,135,0.9795,397,0.2525,0.2655
M,0.57,435,0.17,873,382,183,0.2705
M,575,0.46,155,892,0.4415,176,0.22
M,0.58,455,135,0.7955,405,167,204
F,0.58,445,0.15,858,0.4,156,253
M,585,475,0.15,1065,0.5315,199,0.2885
F,595,465,0.15,0.98,0.4115,196,0.2255
M,0.6,475,0.17,1.1315,508,272,309
I,0.6,475,0.15,1.12,565,0.2465,0.27
F,0.6,455,145,0.8895,419,0.1715,269
M,605,0.49,0.14,0.9755,419,206,315
M,615,0.47,165,1128,0.4465,0.2195,0.34
M,615,0.5,0.17,1054,0.4845,228,295
M,0.62,495,0.18,1.2555,0.5765,254,355
F,625,0.48,155,1.2035,0.5865,239,0.3185
F,0.63,485,0.17,1.3205,0.5945,345,345
M,0.64,525,0.18,1.3135,0.4865,0.2995,0.4075
M,655,535,205,1.6445,0.7305,0.3595,0.46
F,655,0.52,0.19,1.4545,0.6,0.3865,383
F,0.66,495,0.21,1548,724,0.3525,0.3925
F,0.67,0.53,225,1.5615,0.63,487,0.3725
F,0.7,545,0.13,1556,0.6725,374,195
M,705,565,515,2.21,1.1075,0.4865,512
F,745,0.57,215,2.25,1.1565,446,558
I,0.14,105,35,14,0.0055,0.0025,4
I,375,0.28,85,0.3155,187,46,67
I,0.4,0.3,0.09,0.2815,0.1185,61,0.08
I,405,0.3,105,304,0.1455,61,0.0805
M,415,315,115,0.3895,0.2015,65,103
I,0.43,0.34,105,0.4405,0.2385,0.0745,0.1075
I,0.47,355,0.12,0.3685,126,0.0835,0.1365
M,485,0.39,85,0.6435,0.2945,103,198
F,505,0.38,135,0.6855,361,0.1565,161
I,515,0.4,125,0.5625,0.25,0.1245,0.17
M,0.52,0.4,125,559,254,139,149
F,0.55,0.43,0.14,0.84,375,218,0.1945
M,0.57,445,0.15,0.9875,504,207,249
M,575,465,0.15,1.08,595,0.2065,238
M,575,0.46,165,0.9155,0.4005,0.2465,0.2385
F,0.58,0.46,175,1165,0.65,0.2205,0.3055
F,0.58,435,0.14,953,475,0.2165,0.2095
M,0.59,0.44,0.15,0.8725,387,215,245
M,0.6,465,0.2,1259,0.6405,0.1985,357
F,605,485,0.16,1201,417,0.2875,0.38
F,0.61,485,0.17,1.1005,0.5125,229,305
F,0.63,0.49,225,1336,0.6805,259,0.3245
M,645,0.51,155,1539,0.6405,0.3585,0.43
F,0.65,0.5,0.16,1.3825,702,304,0.3195
F,0.68,0.5,185,1741,0.7665,0.3255,0.4685
I,295,215,0.07,121,47,0.0155,0.0405
I,305,225,0.09,0.1465,63,34,0.0415
I,0.36,265,75,0.1845,83,0.0365,55
I,0.37,0.27,95,0.2175,97,46,65
I,0.38,0.29,0.1,237,108,0.0395,82
I,385,0.29,0.09,0.2365,0.1,0.0505,76
I,385,0.3,0.09,308,0.1525,56,0.0835
I,0.39,0.29,0.1,0.2225,95,0.0465,73
I,425,325,0.11,317,135,48,0.09
I,435,335,0.1,0.3295,129,0.07,0.11
I,435,325,0.11,367,0.1595,0.08,105
I,455,0.36,115,457,0.2085,0.0855,147
I,0.46,0.35,0.11,0.4,176,83,0.1205
M,475,0.36,0.1,0.4285,0.1965,99,112
I,485,375,0.13,0.6025,0.2935,0.1285,0.16
I,0.49,375,115,0.4615,204,0.0945,143
I,495,0.37,125,0.4715,0.2075,91,0.15
I,0.5,0.4,0.12,616,261,143,0.1935
I,0.5,0.39,0.12,0.5955,0.2455,147,173
F,515,375,0.11,0.6065,0.3005,131,0.15
I,515,0.39,125,0.5705,238,0.1265,185
I,0.52,0.41,145,646,0.2965,0.1595,165
I,0.53,0.4,145,555,0.1935,0.1305,195
I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295
I,545,375,0.12,543,0.2375,0.1155,0.1725
I,545,0.42,125,717,358,112,0.22
I,0.55,0.42,135,816,0.3995,0.1485,0.23
I,0.55,415,145,0.7815,373,0.16,0.2215
I,0.56,0.44,0.13,0.7235,349,149,0.2
I,565,0.42,155,743,0.31,186,231
F,565,0.44,0.15,863,435,149,0.27
M,0.57,0.45,0.14,795,0.3385,148,245
I,0.57,0.43,145,833,354,144,0.2815
I,575,445,0.17,0.8015,0.3475,0.1465,0.25
M,575,0.44,0.16,0.9615,483,166,275
F,0.58,435,0.15,834,428,0.1515,0.23
M,0.58,0.46,155,1.0335,469,0.2225,295
F,595,435,0.15,0.9,0.4175,0.17,265
M,595,0.45,145,959,463,0.2065,0.2535
I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29
M,605,475,145,884,0.3835,0.1905,0.27
F,0.61,465,0.16,1.0725,0.4835,0.2515,0.28
M,0.61,0.47,0.16,1022,449,0.2345,0.2945
F,0.61,485,0.18,1.2795,0.5735,0.2855,355
F,0.62,515,155,1.3255,0.6685,0.2605,335
M,0.63,0.49,0.17,1.1745,0.5255,273,339
F,645,0.51,0.16,1.2415,0.5815,276,315
F,645,0.48,0.19,1371,0.6925,0.2905,0.35
M,655,0.55,0.18,1274,586,281,365
F,655,0.51,0.15,1043,0.4795,223,305
F,655,505,0.19,1.3485,0.5935,0.2745,425
M,0.66,0.51,165,1.6375,0.7685,0.3545,0.3925
F,0.67,0.55,155,1566,858,339,354
F,0.68,0.51,0.2,1.6075,714,339,0.4705
M,685,0.52,0.15,1.3735,0.7185,293,0.32
F,685,565,175,1638,0.7775,375,438
F,0.71,0.57,195,1.9805,0.9925,0.4925,0.48
M,0.72,0.57,0.2,1.8275,919,366,485
F,0.75,565,215,1938,0.7735,0.4825,575
M,0.77,0.62,195,2.5155,1.1155,0.6415,642
M,775,0.63,0.25,2.7795,1.3485,0.76,578
M,445,0.32,0.12,414,199,0.09,117
I,465,325,0.14,0.7615,362,0.1535,209
M,465,0.36,115,0.5795,295,0.1395,0.12
F,0.49,355,0.16,0.8795,0.3485,215,0.2825
M,515,0.35,155,0.9225,0.4185,198,273
M,525,365,0.17,0.9605,438,0.2225,276
M,525,0.38,125,0.65,303,155,159
M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105
M,0.57,455,175,1.02,0.4805,0.2145,0.29
M,575,0.44,185,1025,0.5075,0.2245,0.2485
F,0.58,0.43,0.17,1.48,0.6535,324,0.4155
M,585,455,145,953,0.3945,0.2685,258
F,615,455,145,1.1155,0.5045,238,315
M,625,495,175,1254,0.5815,286,0.3185
M,635,495,195,1172,445,0.3115,0.3475
F,665,515,185,1.3405,0.5595,293,0.4375
F,685,535,175,1.5845,0.7175,0.3775,0.4215
M,695,0.53,0.19,1726,0.7625,436,455
I,0.24,0.18,55,0.0555,0.0235,13,18
I,0.39,0.31,105,0.2665,0.1185,0.0525,81
I,0.41,315,95,0.2805,114,0.0345,0.11
I,0.41,335,105,0.3305,0.1405,64,105
I,415,0.31,0.09,0.2815,0.1245,0.0615,85
I,435,335,0.1,0.3245,135,0.0785,98
I,465,0.37,0.11,445,0.1635,96,166
I,0.47,375,0.12,487,196,99,135
I,475,0.34,105,0.4535,203,0.08,0.1465
I,485,385,0.13,568,0.2505,178,154
I,495,0.38,135,0.5095,0.2065,0.1165,165
I,495,375,0.14,494,181,0.0975,191
F,0.51,0.4,0.12,0.7005,347,0.1105,195
I,515,415,135,0.7125,285,152,245
I,515,0.42,0.15,0.6725,0.2555,0.1335,235
M,515,385,0.11,0.5785,253,0.16,0.14
I,0.52,0.41,0.11,0.5185,0.2165,0.0915,184
I,0.52,415,0.14,0.6375,308,0.1335,168
I,0.52,0.38,115,0.6645,0.3285,0.17,0.1425
I,0.52,385,115,581,0.2555,156,143
I,525,405,145,0.6965,0.3045,0.1535,0.21
I,0.53,405,0.12,632,0.2715,148,0.1875
I,0.54,395,135,0.6555,0.2705,155,192
I,545,425,0.14,0.8145,305,231,244
I,0.55,435,0.14,0.7995,295,0.1905,238
I,0.55,0.45,0.13,804,0.3375,0.1405,0.23
M,555,435,0.14,0.7495,341,0.1645,214
M,565,415,125,667,302,0.1545,185
M,0.57,0.46,155,1.0005,454,205,265
M,0.57,0.44,175,0.9415,0.3805,0.2285,283
M,575,0.45,0.13,785,318,193,0.2265
F,575,465,175,1099,0.4735,202,0.35
I,575,0.45,135,0.8715,0.45,162,225
I,575,0.45,135,0.8245,0.3375,0.2115,239
F,575,0.43,155,0.7955,0.3485,0.1925,0.22
M,0.58,0.44,0.15,1.0465,518,0.2185,0.2795
I,0.58,0.44,145,0.7905,0.3525,0.1645,242
M,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485
F,0.6,0.47,135,0.97,0.4655,0.1955,264
M,605,0.47,0.18,1.1155,479,0.2565,321
M,0.62,0.49,0.16,1035,0.44,0.2525,285
M,0.62,495,195,1.5145,579,346,0.5195
M,0.62,485,155,1.0295,425,0.2315,335
F,625,445,0.16,1.09,0.46,0.2965,304
M,635,525,0.16,1195,0.5435,246,335
F,655,515,0.18,1412,0.6195,0.2485,497
M,665,525,0.18,1429,0.6715,0.29,0.4
F,0.67,0.53,205,1.4015,643,0.2465,416
F,675,0.51,185,1473,0.6295,0.3025,0.4245
M,685,535,155,1.3845,0.6615,0.2145,0.4075
M,0.69,0.55,0.18,1.6915,0.6655,402,0.5
M,0.7,0.55,175,1.4405,0.6565,0.2985,375
M,0.7,0.55,195,1.6245,675,347,535
F,705,535,0.22,1866,929,0.3835,0.4395
I,0.16,0.11,25,0.0195,0.0075,5,6
I,0.21,0.15,55,0.0465,17,12,15
I,0.28,0.21,75,0.1195,53,0.0265,0.03
I,0.28,0.2,65,0.0895,36,0.0185,0.03
I,285,215,0.06,0.0935,31,23,0.03
I,0.29,0.21,0.07,0.1115,48,0.0205,0.03
I,0.32,0.24,0.07,133,0.0585,0.0255,41
I,335,0.25,0.08,0.1695,0.0695,44,0.0495
I,0.35,235,0.08,0.17,0.0725,0.0465,0.0495
I,0.35,0.25,0.07,0.1605,0.0715,0.0335,46
I,405,0.25,0.09,0.2875,128,63,0.0805
I,425,315,95,0.3675,0.1865,0.0675,0.0985
I,0.46,0.35,0.11,0.4675,0.2125,99,0.1375
I,475,365,0.12,0.5185,268,0.1095,0.1365
M,505,395,135,0.5915,288,0.1315,185
I,0.51,455,135,0.6855,0.2875,154,0.2035
M,525,0.41,0.13,0.6875,0.3435,0.1495,0.1765
F,0.55,0.47,0.15,0.9205,381,0.2435,0.2675
F,0.56,0.41,0.16,0.8215,342,184,253
M,565,445,145,0.9255,0.4345,212,0.2475
M,0.61,0.49,0.16,1112,465,228,341
I,0.27,195,65,0.1065,0.0475,0.0225,0.0285
I,0.32,255,85,0.1745,72,33,57
I,325,0.24,0.07,152,0.0565,0.0305,54
I,405,0.31,0.09,312,138,0.06,87
I,0.44,305,115,379,162,91,0.11
M,0.46,345,0.11,0.4595,235,0.0885,116
F,475,0.38,0.14,689,0.3165,0.1315,0.1955
M,505,385,0.13,0.6435,0.3135,149,0.1515
F,0.54,385,0.14,0.7655,0.3265,116,0.2365
F,545,0.43,0.16,844,0.3945,0.1855,231
F,0.6,0.47,0.19,1.1345,492,0.2595,0.3375
F,0.61,0.43,0.14,909,438,0.2,0.22
M,0.61,0.48,165,1.2435,0.5575,0.2675,372
M,645,495,0.15,1.2095,603,0.2225,339
F,665,525,0.21,1644,818,0.3395,0.4275
F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28
M,0.72,585,0.22,1914,0.9155,448,479
F,0.73,555,0.18,1.6895,0.6555,0.1965,0.4935
I,405,305,0.09,0.2825,114,0.0575,95
M,425,0.33,0.08,361,134,0.0825,125
M,595,455,155,1041,416,0.2105,365
I,325,0.25,55,166,76,51,45
M,525,405,0.13,0.7185,0.3265,0.1975,175
I,475,0.36,0.11,0.4555,177,0.0965,145
F,0.29,0.21,75,275,113,0.0675,35
I,0.4,0.31,0.1,127,106,71,85
M,0.62,0.51,175,1.1505,0.4375,0.2265,0.4
M,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13
F,0.59,455,175,966,391,0.2455,0.31
M,0.27,195,0.07,106,0.0465,18,36
M,445,355,0.11,0.4415,0.1805,0.1035,0.1505
F,0.4,0.3,115,0.3025,0.1335,0.0465,0.0935
M,0.69,0.55,0.2,1.8465,732,472,0.57
M,375,305,0.09,0.3245,0.1395,0.0565,95
F,0.61,0.45,0.16,1136,414,311,0.3
M,335,235,85,0.1545,66,0.0345,45
I,165,115,15,0.0145,0.0055,3,5
M,575,0.45,185,925,342,197,0.35
F,0.57,0.45,0.17,1098,414,187,405
F,595,0.47,0.25,1283,462,0.2475,445
M,0.55,0.43,0.16,0.9295,317,0.1735,355
M,495,385,135,0.6335,0.2,0.1225,0.26
M,0.47,0.37,135,547,222,0.1325,0.17
F,575,485,165,1.0405,419,264,0.3
I,215,0.17,55,0.0605,0.0205,14,0.02
I,275,0.22,0.08,0.1365,0.0565,0.0285,42
F,0.29,225,75,0.14,0.0515,0.0235,0.04
M,0.66,505,0.2,1.6305,0.4865,297,0.61
F,595,495,235,1366,0.5065,219,0.52
F,455,0.35,0.14,0.5725,0.1965,0.1325,175
F,515,415,0.13,764,276,196,0.25
M,0.58,465,175,1035,401,0.1865,385
F,505,0.39,175,692,267,0.15,215
M,555,0.43,165,0.7575,0.2735,0.1635,275
F,505,0.4,165,729,0.2675,155,0.25
M,595,475,0.17,1.0965,419,229,0.35
M,0.6,0.48,175,1229,0.4125,0.2735,415
F,475,0.38,135,486,0.1735,0.07,185
M,465,0.36,0.13,0.5265,0.2105,0.1185,165
M,0.6,485,175,1.2675,0.4995,0.2815,0.38
F,0.59,465,0.16,1.1005,506,0.2525,295
F,0.58,455,0.16,0.9215,312,196,0.3
F,0.62,0.51,0.15,1456,581,0.2875,0.32
F,635,0.51,175,1.2125,0.5735,261,0.36
F,545,445,175,0.8525,0.3465,189,295
M,695,0.57,0.2,2033,751,0.4255,685
M,0.51,405,0.13,0.7175,0.3725,158,0.17
M,525,405,135,0.7575,0.3305,216,195
F,0.58,475,155,974,0.4305,0.23,285
I,495,385,125,585,0.2755,0.1235,165
F,0.65,0.5,165,1.1445,485,218,365
M,0.47,375,0.13,0.5795,0.2145,164,195
F,435,0.35,0.11,384,143,0.1005,125
M,0.35,265,0.11,0.2965,0.1365,63,85
M,595,0.47,145,991,0.4035,0.1505,0.34
M,535,435,155,0.8915,0.3415,177,0.25
M,515,0.42,0.14,769,0.2505,154,0.29
I,0.4,0.31,0.1,0.2875,0.1145,0.0635,95
M,0.43,345,115,0.3045,0.0925,55,0.12
M,475,395,135,592,0.2465,0.1645,0.2
F,525,425,145,0.7995,0.3345,209,0.24
M,0.61,0.49,0.15,1103,425,0.2025,0.36
F,565,0.48,175,957,0.3885,215,275
M,0.56,455,165,0.86,0.4015,0.1695,245
F,0.59,0.47,0.17,0.9,355,0.1905,0.25
F,0.71,565,195,1.7265,638,0.3365,565
F,0.56,0.43,125,0.8025,313,0.1715,263
F,0.45,0.36,105,0.4715,0.2035,0.0935,149
F,515,435,0.17,631,0.2765,111,216
M,0.7,0.53,0.19,1.3185,548,233,0.42
M,575,0.47,0.15,1.1415,0.4515,204,0.4
F,545,0.44,175,0.7745,0.2985,0.1875,265
M,0.55,0.45,155,0.7895,343,159,0.25
F,0.66,525,205,1.3665,0.5005,291,0.41
F,0.6,0.47,0.2,1031,392,0.2035,0.29
M,695,0.57,0.23,1885,0.8665,435,0.5
M,0.65,545,0.16,1.2425,487,296,0.48
F,405,325,0.11,0.3575,145,0.0725,0.11
F,0.5,405,0.15,0.5965,253,126,185
M,175,135,0.04,0.0305,11,0.0075,0.01
F,525,0.39,135,0.6005,0.2265,131,0.21
F,0.44,345,105,0.4285,165,83,132
F,0.45,345,115,496,0.1905,117,0.14
M,0.37,0.29,0.09,241,0.11,45,69
I,0.61,475,0.17,1.0385,0.4435,241,0.32
I,635,505,0.19,1.3315,0.5805,252,435
F,585,415,155,0.6985,0.3,146,195
I,0.62,485,0.17,1208,0.4805,0.3045,0.33
F,505,375,115,0.5895,0.2635,0.12,167
F,505,0.38,145,651,0.2935,0.19,0.17
I,0.42,305,0.11,0.28,94,0.0785,0.0955
M,425,315,125,0.3525,0.1135,0.0565,0.13
M,0.35,255,85,0.2145,0.1,0.0465,0.06
I,575,0.45,0.17,0.9315,358,0.2145,0.26
M,0.26,0.19,75,0.0945,0.0445,0.02,0.03
F,465,0.38,135,579,208,0.1095,0.22
F,0.55,435,0.17,884,0.2875,0.1645,0.28
M,395,305,105,282,0.0975,65,96
I,0.25,0.18,0.06,73,28,17,0.0225
F,585,0.47,0.17,1099,0.3975,0.2325,358
F,0.5,385,0.13,768,0.2625,95,0.27
M,0.44,325,0.08,413,144,0.1015,0.13
F,0.52,405,0.14,0.6915,276,137,215
M,425,325,0.12,0.3755,142,0.1065,105
M,0.54,415,0.13,0.8245,272,226,0.24
M,615,475,0.17,1.1825,474,0.2895,0.24
M,605,0.49,145,1.3,517,0.3285,0.31
F,0.59,455,165,1161,0.38,0.2455,0.28
F,0.47,355,0.18,441,0.1525,0.1165,135
F,0.5,0.44,155,742,0.2025,0.2005,0.2115
M,0.39,285,95,271,0.11,0.06,0.08
M,0.52,0.4,165,0.8565,0.2745,201,0.21
F,0.54,415,175,0.8975,275,241,275
F,0.63,0.51,185,1235,0.5115,349,0.3065
F,475,0.38,145,0.57,167,118,187
M,495,0.4,0.14,0.7775,0.2015,0.18,0.25
I,285,0.21,0.07,109,44,0.0265,33
I,0.3,0.23,75,127,52,0.03,0.0345
I,375,0.3,75,144,59,0.03,44
I,415,325,0.1,0.4665,0.2285,0.1065,114
I,415,315,105,0.33,0.1405,0.0705,95
I,425,0.31,105,365,159,0.0825,105
M,0.48,0.37,135,0.6315,0.3445,0.1015,161
M,545,0.45,0.15,0.8795,387,0.15,0.2625
F,565,0.44,0.15,983,0.4475,0.2355,0.2485
M,0.59,455,0.16,1.09,0.5,0.2215,292
M,595,0.49,185,1185,482,0.2015,361
F,0.6,475,135,1.4405,0.5885,191,0.3175
F,0.64,0.5,0.18,1.4995,593,314,431
F,0.69,0.55,0.18,1659,0.8715,0.2655,0.4395
I,225,0.17,0.07,0.0565,24,13,16
I,275,195,0.07,0.0875,0.0345,22,0.0255
I,315,235,0.07,149,58,0.0325,47
I,0.37,0.29,0.08,0.2545,108,0.0565,0.07
I,405,0.31,65,0.3205,0.1575,66,88
I,0.44,355,0.12,495,231,0.11,125
I,0.45,0.35,125,0.4775,0.2235,89,118
I,465,355,0.11,474,0.23,0.1005,0.12
I,475,355,105,468,201,0.1115,0.12
M,525,415,135,0.7945,394,189,202
M,0.53,0.41,0.14,681,0.3095,0.1415,0.1835
F,0.55,425,125,964,0.5475,159,215
F,0.58,445,145,888,0.41,0.1815,0.2425
F,585,0.45,0.16,0.9045,405,0.2215,0.2335
F,595,0.47,155,1.1775,542,269,0.31
M,615,0.47,155,1.2,0.5085,0.32,292
F,625,0.49,175,1.1075,0.4485,0.2165,0.3595
F,0.63,495,145,1147,0.5455,266,0.2885
F,0.69,545,205,1933,0.7855,429,498
F,695,0.55,155,1.8495,767,442,0.4175
F,0.7,575,205,1.7975,0.7295,0.3935,0.5165
I,275,205,0.07,0.1055,495,19,0.0315
I,355,285,95,0.2275,0.0955,0.0475,0.0715
I,425,0.34,0.1,0.3515,0.1625,82,94
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09
I,0.46,0.37,0.12,0.5335,0.2645,108,0.1345
I,465,355,105,442,0.2085,0.0975,0.1185
I,475,375,115,0.5205,233,119,0.1455
I,485,375,0.13,0.5535,266,112,157
M,0.49,0.38,0.11,554,0.2935,0.1005,0.15
I,495,0.38,0.12,512,233,0.1205,136
M,505,0.4,135,723,377,149,178
I,0.52,395,135,633,0.2985,0.1295,175
F,545,0.43,0.14,832,0.4355,0.17,201
F,545,0.4,0.14,778,368,215,0.18
M,565,0.43,0.13,784,0.3495,0.1885,213
F,0.57,0.45,0.18,908,0.4015,217,255
M,0.57,0.45,135,1.02,546,204,0.25
F,575,0.48,0.15,897,0.4235,0.1905,248
M,0.59,0.46,0.14,1004,496,0.2165,0.26
F,0.59,0.46,0.16,1.0115,445,0.2615,0.2565
M,0.6,0.49,0.21,1.9875,1005,419,491
F,615,475,0.17,1055,543,246,0.2345
F,615,0.47,155,1084,0.5885,209,246
M,0.63,0.51,175,1.3415,0.6575,262,375
M,645,0.48,0.15,1192,0.6055,0.2595,285
F,645,0.52,0.18,1285,0.5775,352,317
M,0.65,0.51,155,1407,0.7215,298,335
M,0.66,515,165,1.4465,694,298,0.3755
M,0.68,0.52,165,1.4775,724,279,406
F,725,0.53,0.19,1.7315,0.83,398,405
F,0.74,575,0.22,2012,0.8915,0.5265,471
M,0.75,555,215,2201,1.0615,0.5235,0.5285
I,0.21,0.15,45,0.04,0.0135,8,0.0105
I,0.25,175,0.06,0.0635,0.0275,8,0.02
I,0.36,0.26,0.08,0.1795,74,0.0315,0.06
I,385,0.3,125,343,0.1705,0.0735,81
I,385,285,85,244,0.1215,0.0445,68
I,395,0.32,0.1,0.3075,149,0.0535,0.09
I,405,0.31,0.11,0.91,416,0.2075,0.0995
I,0.41,315,0.1,0.3,124,0.0575,0.1
I,0.41,325,0.11,326,0.1325,75,101
I,0.46,345,105,415,187,87,0.11
M,0.48,375,0.12,0.5895,0.2535,128,172
I,0.49,365,125,0.5585,252,126,0.1615
I,505,0.38,135,0.5385,0.2645,95,165
I,0.51,385,145,0.7665,0.3985,0.14,0.1805
F,515,395,135,516,0.2015,132,162
I,525,375,0.12,0.6315,0.3045,114,0.19
M,535,0.43,155,0.7845,0.3285,169,245
F,545,0.44,0.15,0.9475,366,239,275
I,0.55,0.43,145,712,0.3025,152,225
I,0.56,435,135,0.72,329,103,251
I,565,0.43,0.15,0.8215,332,0.1685,0.29
F,0.58,425,0.15,844,0.3645,185,0.2705
F,0.62,0.48,165,1.0125,0.5325,0.4365,324
M,625,0.5,0.14,1096,0.5445,0.2165,295
M,0.63,0.47,0.15,1.1355,539,0.2325,0.3115
M,0.64,485,0.15,1098,0.5195,222,0.3175
M,0.65,0.51,175,1446,0.6485,0.2705,0.45
F,705,0.54,205,1757,0.8265,417,461
M,725,0.57,0.19,2.3305,1253,541,0.52
I,0.24,0.17,0.05,0.0545,0.0205,16,0.0155
I,375,285,0.09,0.2545,119,0.0595,0.0675
I,0.5,375,0.12,529,0.2235,123,0.16
M,0.52,0.4,105,872,0.4515,0.1615,0.1985
I,0.52,395,145,0.77,424,142,0.1895
M,0.58,445,0.16,984,0.49,201,0.27
F,0.58,445,135,0.95,484,182,0.2325
M,0.59,485,155,1.0785,0.4535,0.2435,0.31
M,0.6,475,175,1.11,0.5105,256,285
F,0.62,0.48,0.17,1.1045,535,0.25,287
M,625,475,175,1.3405,656,283,337
M,0.63,0.49,165,1.2005,575,273,294
F,645,0.49,0.16,1.1665,0.4935,0.3155,299
F,655,515,155,1309,524,346,385
F,0.72,565,0.18,1719,0.8465,407,0.3875
F,0.72,0.55,0.18,1.52,637,325,435
I,0.37,0.27,0.09,0.1855,0.07,0.0425,65
I,0.4,315,0.09,0.3245,151,73,88
I,435,335,95,298,109,58,115
I,445,0.31,0.09,336,0.1555,0.09,0.0855
I,0.46,0.36,0.14,447,161,87,0.16
I,0.47,385,0.13,587,264,117,174
I,495,375,0.12,614,0.2855,0.1365,161
I,0.5,0.37,0.12,0.5445,249,0.1065,152
I,0.51,0.4,145,0.5775,231,143,177
I,0.52,0.4,0.11,597,0.2935,0.1155,0.16
I,0.54,425,0.13,0.8155,0.3675,0.1365,246
I,0.55,435,165,804,0.34,194,244
I,0.56,0.43,0.13,728,0.3355,0.1435,0.2175
F,575,425,0.15,0.8765,455,0.18,228
I,575,455,0.16,0.9895,495,195,246
F,0.58,0.45,0.17,0.9705,0.4615,232,248
F,0.58,0.45,0.15,0.92,393,212,0.2895
M,595,0.47,155,1.2015,492,0.3865,265
I,0.6,445,135,0.9205,445,0.2035,253
F,0.6,0.48,0.17,1056,0.4575,0.2435,0.3135
M,0.6,0.45,195,1.34,617,0.3255,0.3605
I,605,0.48,155,0.9995,425,0.1985,0.3
F,615,475,175,1194,559,259,0.3165
F,615,515,135,1.1215,545,0.2305,0.29
M,615,455,0.15,0.9335,382,247,0.2615
F,615,495,165,1198,0.5415,0.2865,0.3185
F,0.62,475,0.15,0.9545,455,0.1865,277
M,0.62,475,195,1.3585,0.5935,0.3365,0.3745
F,0.63,0.48,165,1.2615,0.5505,277,0.3885
M,635,0.52,175,1292,0.6,269,367
M,0.64,575,175,1.4585,625,266,0.4395
F,0.65,565,0.2,1.6645,753,367,0.43
F,0.66,525,0.16,1277,0.4975,319,394
M,0.67,525,195,1.4405,0.6595,0.2675,425
F,0.68,505,0.17,1.3435,657,297,355
M,685,505,0.19,1533,667,0.4055,0.41
I,0.43,345,115,0.4295,212,108,109
M,485,365,155,1029,0.4235,0.2285,313
I,0.5,0.37,115,0.5745,306,112,141
F,505,0.38,0.13,693,391,0.1195,0.1515
M,555,405,0.19,1406,0.6115,342,389
F,0.59,0.44,0.14,1007,0.4775,0.2105,0.2925
I,595,0.43,165,0.9845,0.4525,207,0.2725
F,595,0.43,0.21,1.5245,653,396,0.41
M,0.61,485,0.17,1281,597,0.3035,0.33
F,0.62,0.5,0.17,1148,0.5475,0.22,0.3315
M,0.64,485,0.16,1006,456,0.2245,0.2835
F,655,505,175,1.2905,0.6205,0.2965,326
F,0.75,615,205,2.2635,821,423,726
I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455
I,495,375,115,507,241,103,0.15
I,0.52,395,115,0.6445,0.3155,0.1245,186
I,535,0.42,145,0.6885,273,0.1515,237
M,0.54,0.42,0.19,0.6855,293,163,0.38
I,0.55,405,0.15,0.6755,0.3015,0.1465,0.21
I,0.55,445,145,783,0.3045,157,265
F,0.57,0.47,0.14,871,385,211,0.2315
I,575,445,0.16,0.9175,0.45,0.1935,0.24
M,595,0.47,175,991,382,0.2395,0.5
M,0.6,0.45,0.15,0.8665,0.3695,0.1955,255
M,0.63,495,0.18,1.31,495,295,0.4695
M,635,0.5,0.18,1154,0.4405,0.2315,387
M,655,0.54,165,1403,0.6955,0.2385,0.42
F,655,455,0.17,1.2895,587,0.3165,0.3415
F,0.66,0.53,0.18,1.5175,0.7765,302,401
M,685,0.51,165,1545,686,0.3775,0.4055
F,0.7,555,0.22,1666,647,0.4285,455
M,0.71,0.56,175,1724,566,0.4575,0.4625
F,0.73,0.55,205,1908,0.5415,0.3565,0.5965
I,425,0.31,95,0.3075,139,0.0745,93
I,425,0.32,85,262,0.1235,67,0.0725
M,645,0.5,0.18,1461,0.5985,0.2425,439
I,0.37,275,0.1,0.2815,0.1505,0.0505,68
I,395,0.3,0.12,0.2995,0.1265,68,0.0895
I,0.41,325,105,361,0.1605,0.0665,103
M,585,0.46,0.15,1206,581,216,323
F,0.62,485,155,1.1945,0.5105,271,352
M,0.46,0.36,125,547,0.2165,0.1105,0.19
M,465,0.36,105,488,188,0.0845,0.19
I,335,0.26,0.09,0.1835,78,24,65
I,0.18,135,0.08,33,0.0145,7,0.01
I,215,165,55,59,0.0265,0.0125,0.0185
F,625,0.48,0.2,1.3235,0.6075,0.3055,355
F,645,0.5,0.18,1.2785,0.5345,0.2995,345
F,0.71,0.53,195,1.8745,0.6755,0.4065,0.6855
F,655,505,165,1367,0.5835,0.3515,396
M,0.54,0.41,0.13,0.56,0.2375,0.1065,175
F,0.43,0.35,0.09,397,0.1575,89,0.12
M,0.64,0.49,0.14,1194,0.4445,238,375
